topic_id,rawg_tags,full_game_tags
Pacific_Drive,3d|action-adventure|atmospheric|base building|building|crafting|driving|exploration|first-person|full controller support|investigation|post-apocalyptic|sandbox|sci-fi|singleplayer|stats|steam achievements|steam cloud|story rich|survival|survival horror|transportation|постапокалипсис,1990's|1990s|3d|achievements|acid|action|adventure|atmospheric|automobile|bafta games award|base building|building|controller support|crafting|drifting|driving|dualsense support for pc|dynamic weather|explorable world|exploration|explosion|explosives|forest|fuel management|gas station|in-game radio|indie|inventory management|investigation|jumping|lgbtq|loot gathering|mannequins|mechanic|mystery|off-roading|post-apocalyptic|quest|resource gathering|resource management|retro|roadtrip|roguelike|roguelite|scavenging|science fiction|shopping|silent protagonist|simulator|status effects|steam achievements|steam cloud|steam families|story rich|supernatural|survival|survival horror|swamp|the game awards - best debut indie game - nominee|thunderstorm|transport|united states|upgradable equipment|upgrade|upgradeable vehicles|upgrades|vehicle customization|vehicle simulation|workbench mechanics|xbox controller support for pc
Valkyrie_Connect,android|anime|battle|character|co-op|cross-platform multiplayer|epic|fantasy|free to play|in-app purchases|jrpg|multiplayer|online co-op|online pvp|party|pvp|rpg|singleplayer|speed|steam cloud|story|tank,adventure|crossover|fanservice|fantasy|gacha|rpg|turn based strategy|valkyries
Luigi's_Mansion,horror|top down adventure,action|adventure
Rhythm_Doctor,includes level editor|local co-op|music|pixel graphics|rhythm|singleplayer|split screen,action|adventure|indie|music|music and rhythm
The_Entropy_Centre,artificial intelligence|atmospheric|difficult|exploration|female protagonist|first-person|fps|full controller support|funny|futuristic|physics|post-apocalyptic|puzzle platformer|sci-fi|singleplayer|space|steam achievements|steam cloud|story rich|time manipulation|постапокалипсис|протагонистка,adventure|female protagonist|mystery|puzzle|science fiction|story rich|thriller
Arctic_Eggs,atmospheric|capitalism|cooking|crime|cyberpunk|exploration|family sharing|first-person|flight|full controller support|game development|horror|investigation|lore-rich|open world|physics|programming|sci-fi|singleplayer|stealth|story rich|surreal|tutorial|кулинария,adventure|cooking|experimental|indie|science fiction|simulator
Devour,block|escape|hell,4 player co-op|action|adult|dark|gore|horror|indie|stealth|survival|survival horror|thriller|violence
Chrono_Trigger,jrpg|multiplayer|rpg|singleplayer,action|adventure|fantasy|flight|magic|rpg|time machine|time travel
Troublemaker,3d|3d fighter|3d-файтинг|action rpg|action-adventure|anime|arena|beat em up|break|combat|combos|education|enemies|fight|food|friends|full controller support|funny|hack and slash|indonesia|jrpg|martial arts|multiple endings|open world|punch|romance|sandbox|school|singleplayer|square|steam achievements|steam cloud|student|third person|top|романтика,action|adventure|fighting|indie|rpg
Sakura_Wars,exclusive|true exclusive,1940s|3d|action|action combat|adventure|alternate history|animated cutscenes|anime|atmospheric|cartoon cutscene|cel-shading|character relationships|cheeky|combat|cross genre|dating|dating sim|dating simulation|demon hunter|demon invasion|demons|dramatic|fantasy|flowers|franchise reboot|giants|great soundtrack|hack and slash|historical|imperial japanese army|jrpg|mech|mecha|melee|melee combat|platform exclusive|real-time|real-time battles|real-time combat|reboot|rpg|same name reboot|simulator|squad|squad based|steampunk|story rich|team-based|teamwork|tokyo|tournament|visual novel
Mister_Mosquito,exclusive|true exclusive,action|adventure|comedy|simulator|stealth
Takoyaki_Party_Survival,3d|board game|co-op|collectathon|cooking|full controller support|management|modern|multiplayer|online co-op|physics|realistic|resource management|singleplayer|steam achievements|steam cloud|survival|tabletop|time management|кулинария,action|arcade|indie|party|simulator
Finding_Paradise,2d|full controller support|great soundtrack|horror|pixel graphics|rpg|rpg maker|rpgmaker|singleplayer|story rich,adventure|arcade|drama|indie|point-and-click|puzzle|rpg|science fiction|story driven
Fishing_Planet,co-op|cross-platform multiplayer|early access|family friendly|first-person|fishing|fps|free to play|full controller support|mmo|mmorpg|multiplayer|nudity|online co-op|online multiplayer|open world|realistic|relaxing|singleplayer,aquatic|fishing|simulator|sport
Naribikimura,1980s|3d|action-adventure|exploration|family sharing|full controller support|hdr available|horror|multiple endings|singleplayer|steam achievements|steam cloud|violent,adventure|ai-generated artwork|exploration|horror|indie|mystery|thriller
Tiny_Glade,atmospheric|building|colorful|cozy|cute|design & illustration|experimental|family friendly|family sharing|first-person|medieval|nature|procedural generation|relaxing|sandbox|singleplayer|steam cloud|stylized|top-down,building|demo|free demo|indie|nature|relaxing|sandbox|simulator|steam cloud|steam families
Prey,aliens|atmospheric|exploration|first-person|fps|full controller support|futuristic|great soundtrack|heist|horror|immersive sim|open world|rpg|sci-fi|singleplayer|space|stealth|steam achievements|steam cloud|steam-trading-cards|story rich|survival horror|violent,3d|action|action-adventure|adventure|aliens|amnesia|atmospheric|audio logs|auto-saving|bink video|bloody|breaking through windows|chessboard|conveyor belt|corpse|countdown timer|crafting|darkness|difficulty level|elevator ambush|extreme violence|fake in-game advertising|female protagonist|flower picking|foreshadowing|guitar playing|hacking|helicopter|horror|immersive|in-game e-mail|inconvenient malfunction|interconnected-world|invisible enemy|jump scare moment|levitation|lgbtq+|liberation|male protagonist|melee|mind control|minigames|monsters|moral decisions|motion blur|moving bodies|multiple endings|optional objective|physics manipulation|pick your gender|pinball machine|playing cards|plot twist|polygonal 3d|post-credits plot twist|pre-order exclusive|psychological|puzzle|quick time event|quickloading|quicksaving|radiation|realtime 3d|rpg|same name reboot|science fiction|shape-shifting|shooter|single-player only|skill points in game|skill tree|space|stat tracking|status effects|stealth|steam|steam achievements|survival|telekinesis|tentacles|the game awards - best action game - nominee|the game awards - nominee|the game awards - world premiere|the game awards 2016|the game awards 2017|traps|upgradeable weapons|valuable garbage|vent crawling|video game characters that play video games|vision obstruction|voice acting|wasd movement|xbox one x enhanced
Project_Wingman,combat flight|controller|full controller support|jet|military|sci-fi|singleplayer|story rich|vr|war,action|flight simulator|indie|simulator|warfare
Settlement_Survival,3d|agriculture|base building|building|city builder|colony sim|colorful|early access|economy|exploration|hand-drawn|management|medieval|pixel graphics|resource management|sandbox|singleplayer|steam achievements|steam cloud|survival,3d|agriculture|city builder|colony simulator|colorful|economy|exploration|hand-drawn|indie|medieval|pixel graphics|sandbox|simulator|strategy|survival
Siren,evil|friends|interactive|nightmare|sea|water,horror|science fiction|shooter|total conversion
a_pet_shop_after_dark,2d|atmospheric|captions available|cartoony|click|cute|dark|elements|fantasy|female protagonist|hidden object|horror|interactive fiction|lights|multiple endings|mystery|night|pet|pets|plants|point and click|psychological|shop|singleplayer|steam achievements|steam cloud|steam trading cards|visual novel|water|протагонистка,adventure|fantasy|horror|indie|point-and-click|puzzle|visual novel
Rat_Simulator,early access|memes|singleplayer|steam achievements|steam-trading-cards,comedy|indie|simulator
Yume_Nikki,2d|atmospheric|cult classic|dark|dystopian|experimental|fantasy|female protagonist|free to play|great soundtrack|horror|partial controller support|psychological|rpg maker|rpgmaker|silent protagonist|singleplayer|surreal|walking simulator,abstract|adventure|anthropomorphism|bloody|cat|darkness|digital distribution|dream sequence|dream world|dreams|exploration|fake glitch|female protagonist|free to play|freeware|frog|game console|ghosts|horror|indie|insanity|maze|minigames|pixel art|pixel graphics|psychological exploration|save point|severed limbs|snow|spaceship|steam|suicide|surreal horror|time manipulation|vending machine interaction|video game characters that play video games|walking simulator|white noise|wraparound world
WolfQuest,co-op|cute|education|family friendly|multiplayer|open world|partial controller support|realistic|rpg|singleplayer|steam achievements|steam-trading-cards|survival,action|educational|indie|non-fiction|open world|rpg|simulator|wolf
Cheese_Rolling,2d|pixel graphics|retro,accessibility options|action|camera comfort|comedy|controller support|custom volume controls|free to play|indie|playable without timed input|proximity voice chat|stereo sound|surround sound
Rental,3d|atmospheric|dark|exploration|female protagonist|free to play|horror|mystery|partial controller support|singleplayer|steam achievements|story rich|протагонистка,adventure|horror|indie|low-poly
The_Jusou,2d|atmospheric|cinematic|dark|exploration|hidden object|horror|immersive sim|psychological|singleplayer|steam achievements,adventure|indie
Dead_Space,action-adventure|aliens|atmospheric|blood|combat|dark|full controller support|horror|remake|sci-fi|singleplayer|space|steam achievements|steam cloud|survival|survival horror|third person|third person shooter|violent|ремейк,action|adventure|horde mode|horror|in-app purchases|science fiction|shooter|survival|survival mode
MapleStory,2d|action rpg|anime|co-op|cute|fantasy|free to play|great soundtrack|mmo|mmorpg|multiplayer|open world|pixel graphics|rpg|side scroller|singleplayer|steam-trading-cards,2d|action|action-adventure|adamantium|adapted to - anime|adventure|airship|anime|anti-cheat system|attributes|boss fight|bow and arrow|character creation|christmas|clan|countdown timer|death|digital distribution|elementalist|elves|fantasy|fast traveling|floating island|free to play|ghostly manifestation|good vs evil|grinding|halloween|healer|human|in-app purchases|level cap|leveling up|loot gathering|magic|mana|merchants|microtransaction|non-player character|online|parrying|party system|passive ability|pets|phoenix|pick your gender|pirates|platform|player vs environment|promotional drink tie-in|questing|real-time combat|regenerating health|rpg|shaky camera|side-scrolling|skill points in game|skill tree|snail|spellcaster|sprinting mechanics|steam|summoning support|teleportation|time limit|treasure chest|undead|virtual shop|warriors|world map
Frostpunk,atmospheric|building|choices matter|city builder|dark|difficult|economy|management|post-apocalyptic|real-time with pause|resource management|singleplayer|survival,digital distribution|drama|indie|pax west 2017|simulator|steampunk|strategy|survival
